lead_id,age_group,service_interest,lead_source,budget_range,previous_interaction,response_time_hours,pages_visited,email_opens,engagement_score,converted
VX-101170,25-34,Web Development,Email Campaign,,Yes,5.8,6,1,47.0,1
VX-101030,35-44,App Development,Social Media,High,No,22.2,8,4,71.0,1
VX-100494,45-54,Digital Marketing,Social Media,Medium,No,34.8,2,1,28.0,0
VX-100074,18-24,Digital Marketing,Website Form,Low,No,6.2,6,1,50.0,0
VX-100265,25-34,App Development,Social Media,Low,Yes,21.0,9,2,86.0,0
VX-100958,35-44,Branding,Email Campaign,Medium,No,15.0,5,3,54.0,0
VX-101288,25-34,Web Development,Website Form,medium,No,2.3,6,1,68.0,0
VX-101226,25-34,SEO,Paid Ads,High,Yes,9.3,11,4,100.0,1
VX-100011,55+,Branding,Email Campaign,Low,No,4.4,1,0,27.0,0
VX-100661,45-54, Digital Marketing ,Paid Ads,High,yes,8.4,7,6,86.0,1
VX-100355,35-44,SEO,Social Media,Medium,No,24.4,6,4,81.0,0
VX-100027,18-24,Web Development,Website Form,Low,No,10.2,2,3,,0
VX-100669,25-34,Digital Marketing,Email Campaign,Medium,Yes,22.5,7,3,75.0,1
VX-101011,35-44,Branding,Website Form,Low,Yes,2.5,6,2,60.0,1
VX-100424,35-44,App Development,Website Form,Low,No,4.6,1,4,46.0,0
VX-100024,45-54, Digital Marketing ,Email Campaign,Low,Yes,16.5,5,4,63.0,0
VX-100892,25-34,SEO,Website Form,,No,16.6,7,4,243.0,1
VX-100330,35-44,Branding,Social Media,Medium,NO,9.4,3,3,48.0,0
VX-100952,25-34,Web Development,Social Media,Medium,No,34.0,3,3,29.0,0
VX-100501,45-54,Web Development,Social Media,Medium,Yes,34.6,5,2,53.0,0
VX-101072,25-34,App Development,Website Form,High,no,9.7,3,2,32.0,1
VX-100773,45-54,Web Development,Social Media,High,No,25.9,2,1,23.0,0
VX-100964,55+,SEO,Website Form,Medium,No,12.4,8,1,74.0,1
VX-100994,55+,SEO,Referral,High,No,15.8,3,6,68.0,1
VX-101139,35-44,Digital Marketing,Website Form,Low,Yes,7.8,5,2,53.0,0
VX-100168,25-34,Digital Marketing,Referral,low,YES,8.4,6,4,59.0,1
VX-100286,18-24,Digital Marketing,Website Form,Medium,Yes,10.8,6,7,87.0,1
VX-101357,25-34,SEO,Website Form,Low,No,2.1,4,2,54.0,1
VX-100942,25-34,App Development,Paid Ads,,No,39.8,4,1,45.0,0
VX-100653,25-34,App Development,Website Form,Low,Yes,5.6,4,4,66.0,1
VX-101270,55+,SEO,Social Media,Medium,no,3.2,1,0,12.0,0
VX-100014,25-34,Web Development,Website Form,Medium,no,12.8,3,4,44.0,0
VX-100419,45-54,SEO,Social Media,Medium,NO,7.9,8,1,72.0,0
VX-100188,35-44,Digital Marketing,Website Form,Medium,No,3.2,3,3,45.0,1
VX-100652,35-44,Digital Marketing,Website Form,High,No,13.0,6,0,51.0,1
VX-100679,25-34,Web Development,Referral,Low,Yes,13.8,8,4,88.0,0
VX-100436,18-24,Web Development,Email Campaign,Low,No,8.2,9,1,68.0,0
VX-101227,25-34,Digital Marketing,Paid Ads,High,No,2.1,4,5,64.0,1
VX-101333,55+,Digital Marketing,Referral,,No,25.5,4,2,44.0,0
VX-100566,45-54,App Development,Paid Ads,,No,16.8,3,2,50.0,1
VX-100416,25-34,App Development,Social Media,Low,Yes,9.0,2,3,28.0,0
VX-101140,25-34,Digital Marketing,Website Form,Low,No,8.3,8,2,62.0,0
VX-101092,25-34,Web Development,Referral,High,No,3.1,1,0,31.0,1
VX-100880,25-34,Digital Marketing,Paid Ads,Low,no,13.5,3,0,36.0,0
VX-100407,45-54, Digital Marketing ,Website Form,Low,No,5.7,6,2,53.0,1
VX-100587,25-34,SEO,Email Campaign,Medium,Yes,23.3,5,3,54.0,1
VX-100396,45-54,SEO,Referral,Medium,No,6.0,3,2,39.0,0
VX-100861,35-44,Branding,Email Campaign,Low,No,2.1,2,4,37.0,0
VX-100366,45-54, Branding ,Website Form,Medium,No,12.5,3,4,60.0,0
VX-101237,25-34,Web Development,Paid Ads,Low,No,17.0,5,1,53.0,0
VX-100729,35-44,Web Development,Social Media,,Yes,4.4,4,3,62.0,0
VX-100974,25-34,Digital Marketing,Paid Ads,Low,No,11.3,1,3,26.0,0
VX-101133,35-44, Web Development ,Website Form,Low,No,12.7,6,1,55.0,1
VX-100192,18-24,Branding,Social Media,Medium,Yes,16.5,8,3,77.0,0
VX-100149,18-24,Digital Marketing,Email Campaign,High,No,10.6,1,0,19.0,0
VX-101118,25-34,SEO,Paid Ads,Medium,No,9.5,2,3,46.0,0
VX-100983,25-34,Web Development,Website Form,Medium,Yes,12.3,14,3,100.0,1
VX-101378,35-44,Web Development,Paid Ads,High,No,28.7,3,1,52.0,0
VX-100299,35-44,App Development,Website Form,Medium,Yes,9.8,6,2,62.0,1
VX-100946,35-44,App Development,Website Form,High,Yes,0.8,5,1,47.0,1
VX-101174,35-44,SEO,Website Form,Medium,no,19.6,6,0,42.0,0
VX-101310,25-34, Branding ,Social Media,low,No,22.0,4,1,45.0,0
VX-101205,18-24,Web Development,Website Form,Medium,No,12.4,2,3,,0
VX-100240,45-54,App Development,Social Media,Low,No,13.1,7,2,75.0,0
VX-100199,25-34,Digital Marketing,Website Form,Medium,No,5.1,4,5,53.0,1
VX-100045,45-54,SEO,Referral,Low,Yes,22.8,4,6,77.0,1
VX-101005,25-34,Web Development,Website Form,Low,Yes,,5,6,69.0,1
VX-100540,55+,Web Development,Social Media,Low,Yes,8.0,9,2,,0
VX-100825,18-24,Web Development,Referral,Medium,Yes,4.7,5,4,79.0,1
VX-100137,35-44,App Development,Website Form,Low,No,13.5,5,0,43.0,0
VX-100798,35-44,Web Development,Email Campaign,Low,No,4.3,2,4,21.0,0
VX-101311,55+, Web Development ,Paid Ads,Medium,No,6.4,1,0,17.0,1
VX-100533,35-44,App Development,Website Form,Low,Yes,35.9,4,7,60.0,0
VX-100940,25-34,Web Development,Website Form,medium,No,8.0,7,0,248.0,0
VX-101074,45-54,Digital Marketing,Email Campaign,Medium,No,21.4,3,1,32.0,0
VX-101312,35-44,Web Development,Paid Ads,Medium,No,5.1,5,1,44.0,0
VX-101193,55+,Web Development,Social Media,Medium,No,13.2,5,2,51.0,0
VX-100381,55+,App Development,Website Form,Medium,No,9.0,7,1,71.0,1
VX-100907,18-24,Digital Marketing,Paid Ads,Low,Yes,15.4,6,5,85.0,1
VX-101152,18-24,SEO,Email Campaign,Medium,no,11.8,7,0,58.0,0
VX-100638,45-54,SEO,Website Form,Low,no,7.6,4,2,34.0,0
VX-100448,18-24,Digital Marketing,Email Campaign,Low,Yes,22.6,5,4,79.0,1
VX-100510,18-24,Web Development,Email Campaign,Medium,Yes,14.3,5,5,,1
VX-100423,18-24,SEO,Paid Ads,High,No,21.6,4,1,39.0,0
VX-100006,45-54,Branding,Social Media,Low,Yes,7.6,4,1,46.0,1
VX-100097,18-24,SEO,Website Form,Medium,No,10.4,4,4,71.0,0
VX-100410,35-44,Web Development,Social Media,High,no,28.1,6,2,60.0,1
VX-100158,35-44,SEO,Website Form,Medium,Yes,14.0,8,4,77.0,0
VX-100564,35-44,App Development,Social Media,Medium,No,17.6,9,2,59.0,0
VX-100640,35-44,Digital Marketing,Website Form,High,No,14.3,3,0,27.0,0
VX-101167,35-44,Web Development,Website Form,Medium,No,9.1,4,3,65.0,0
VX-101116,18-24,Web Development,Referral,Low,No,2.9,6,1,75.0,1
VX-100904,55+,Digital Marketing,Website Form,High,no,13.9,3,2,45.0,1
VX-100032,25-34,Web Development,Social Media,Medium,No,7.1,6,0,48.0,0
VX-100888,25-34,Web Development,Referral,High,Yes,4.7,6,3,60.0,1
VX-100156,25-34, Branding ,Website Form,High,Yes,13.6,6,4,66.0,1
VX-100521,25-34,Digital Marketing,Social Media,Medium,No,9.1,3,5,68.0,0
VX-100334,18-24,App Development,Paid Ads,Medium,yes,7.7,6,3,49.0,0
VX-100490,35-44,Web Development,Social Media,Medium,Yes,10.5,5,3,64.0,1
VX-100878,35-44,App Development,Social Media,Low,Yes,9.9,6,4,67.0,1
VX-100258,18-24,Digital Marketing,Website Form,low,No,9.4,4,1,30.0,0
VX-100171,35-44,SEO,Paid Ads,Low,No,13.8,4,0,37.0,0
VX-101324,25-34,Web Development,Email Campaign,low,Yes,16.2,2,4,44.0,0
VX-100593,35-44,Web Development,Website Form,High,No,2.4,2,4,56.0,0
VX-100547,18-24,Branding,Referral,Medium,Yes,9.3,6,7,86.0,0
VX-100236,25-34,Digital Marketing,Referral,High,No,7.2,5,0,40.0,1
VX-100384,25-34,Web Development,Website Form,Medium,No,8.9,2,1,276.0,1
VX-100748,45-54,App Development,Website Form,Medium,No,2.3,3,1,41.0,0
VX-100937,18-24,Digital Marketing,Paid Ads,Low,No,19.0,3,1,,0
VX-100023,45-54,Digital Marketing,Email Campaign,Low,NO,10.0,3,2,35.0,0
VX-101168,45-54,SEO,Social Media,High,No,11.8,2,2,29.0,0
VX-100622,55+, Web Development ,Paid Ads,Medium,No,46.6,2,2,44.0,0
VX-101219,18-24,Branding,Paid Ads,Low,no,14.2,3,1,35.0,0
VX-100406,25-34,Web Development,Website Form,,No,8.5,4,2,46.0,1
VX-100545,25-34, Branding ,Paid Ads,Low,No,17.5,4,0,37.0,0
VX-100959,35-44,Web Development,Website Form,Low,Yes,17.5,7,4,90.0,1
VX-100477,35-44,Digital Marketing,Referral,Low,Yes,17.6,7,2,63.0,1
VX-100012,35-44,App Development,Paid Ads,Medium,Yes,15.1,5,5,,0
VX-100967,25-34, Digital Marketing ,Social Media,Medium,No,11.3,3,1,35.0,1
VX-101215,35-44, Digital Marketing ,Referral,Medium,Yes,11.7,6,4,79.0,1
VX-100681,25-34,Web Development,Paid Ads,Medium,Yes,5.5,7,7,84.0,1
VX-100153,35-44,Digital Marketing,Email Campaign,Low,No,27.1,3,3,40.0,0
VX-100122,18-24,Branding,Website Form,Medium,Yes,11.6,6,2,66.0,1
VX-100172,25-34,SEO,Website Form,Medium,YES,9.5,8,2,77.0,1
VX-100993,25-34, Web Development ,Website Form,Medium,No,3.5,5,3,59.0,0
VX-100120,35-44,Digital Marketing,Email Campaign,High,No,1.0,4,1,45.0,1
VX-100065,35-44,SEO,Website Form,Medium,No,7.5,4,3,65.0,1
VX-100582,18-24,App Development,Email Campaign,,No,32.8,4,1,52.0,1
VX-100806,35-44,SEO,Website Form,Medium,No,15.0,4,2,54.0,0
VX-100600,25-34,App Development,Website Form,Medium,No,16.7,3,3,34.0,0
VX-100463,25-34,Digital Marketing,Social Media,Low,No,31.0,2,2,29.0,0
VX-101117,45-54,Web Development,Referral,High,No,18.8,3,2,51.0,1
VX-100884,25-34,Web Development,Website Form,High,No,3.3,5,3,51.0,0
VX-101022,55+,App Development,Referral,Low,Yes,4.2,4,6,71.0,1
VX-100817,35-44, Branding ,Website Form,medium,Yes,8.2,6,2,52.0,1
VX-101043,35-44,Digital Marketing,Referral,Low,Yes,25.3,7,2,60.0,0
VX-100752,25-34,App Development,Social Media,Low,No,47.1,5,3,70.0,0
VX-100519,45-54,Branding,Social Media,Low,Yes,23.4,4,5,76.0,0
VX-100954,55+,Digital Marketing,Social Media,Low,Yes,15.5,8,2,77.0,0
VX-100629,45-54,SEO,Paid Ads,High,No,7.3,3,1,40.0,0
VX-101194,45-54,Digital Marketing,Website Form,Medium,No,55.6,1,3,44.0,0
VX-100919,35-44,Branding,Social Media,Medium,Yes,13.2,5,0,58.0,1
VX-100586,25-34,Web Development,Referral,Low,No,6.0,4,5,68.0,0
VX-101253,35-44,App Development,Social Media,Low,No,17.2,2,1,36.0,0
VX-100745,35-44,Branding,Social Media,High,No,9.2,4,2,46.0,0
VX-101381,18-24,Web Development,Website Form,,No,26.6,4,0,52.0,0
VX-101164,25-34, SEO ,Social Media,High,yes,8.9,5,2,45.0,1
VX-101349,,Web Development,Social Media,Medium,No,4.9,4,3,53.0,0
VX-100522,25-34,Digital Marketing,Paid Ads,,No,8.0,2,2,50.0,0
VX-100357,45-54,Branding,Website Form,Medium,Yes,10.2,2,1,13.0,0
VX-100197,45-54,Web Development,Website Form,Medium,No,17.0,5,1,58.0,1
VX-101247,25-34,App Development,Website Form,Low,No,5.6,4,1,61.0,0
VX-100150,45-54,Web Development,Website Form,Low,Yes,40.2,6,2,52.0,0
VX-100528,45-54,Web Development,Referral,Medium,No,2.3,6,0,37.0,1
VX-100690,25-34, Digital Marketing ,Referral,Low,No,7.9,3,3,46.0,1
VX-100180,45-54,Branding,Referral,Medium,No,20.9,7,1,48.0,0
VX-100291,18-24,Branding,Email Campaign,High,no,13.3,2,3,51.0,0
VX-100780,25-34,App Development,Paid Ads,High,No,7.7,3,1,47.0,0
VX-100918,25-34,Digital Marketing,Email Campaign,Low,Yes,6.5,7,4,76.0,1
VX-100832,25-34,Web Development,Referral,Low,Yes,1.0,8,1,62.0,1
VX-101173,45-54,App Development,Website Form,Medium,NO,7.1,5,2,59.0,1
VX-100174,25-34,Web Development,Referral,Medium,yes,10.9,7,4,77.0,1
VX-101046,25-34,Web Development,Paid Ads,Medium,Yes,32.8,11,0,89.0,1
VX-100650,25-34,Branding,Paid Ads,Low,No,6.0,4,2,49.0,0
VX-100257,18-24,App Development,Website Form,Medium,No,8.3,2,2,43.0,0
VX-101266,25-34,Branding,Social Media,Medium,No,14.8,5,3,61.0,1
VX-101072,25-34,App Development,Website Form,High,no,9.7,3,2,32.0,1
VX-100021,25-34,Digital Marketing,Paid Ads,Low,Yes,13.5,4,2,48.0,0
VX-101391,45-54,Web Development,Paid Ads,Medium,Yes,22.3,5,3,67.0,1
VX-101273,35-44, Digital Marketing ,Website Form,Low,Yes,2.0,4,2,46.0,0
VX-100445,35-44,SEO,Referral,High,No,3.8,2,3,45.0,1
VX-100739,25-34, App Development ,Social Media,Low,No,59.1,4,2,56.0,0
VX-100481,25-34,SEO,Website Form,Low,Yes,11.9,7,3,76.0,1
VX-100474,25-34,Branding,Paid Ads,Medium,No,4.9,2,2,44.0,1
VX-101086,45-54,App Development,Email Campaign,Medium,No,15.6,3,3,60.0,1
VX-100118,25-34,Web Development,Website Form,High,Yes,17.5,5,3,55.0,1
VX-100178,45-54,Branding,Paid Ads,High,No,,2,0,,1
VX-101144,25-34,Digital Marketing,Website Form,Low,Yes,13.8,6,2,54.0,1
VX-100337,,Web Development,Website Form,High,No,8.1,5,1,30.0,1
VX-101003,25-34,Branding,Website Form,Medium,Yes,12.6,6,2,62.0,1
VX-100609,25-34,SEO,Website Form,medium,no,22.4,3,5,52.0,1
VX-100297,45-54,App Development,Social Media,Medium,No,25.6,2,1,19.0,1
VX-101145,25-34,Digital Marketing,Email Campaign,Low,Yes,6.5,8,3,85.0,1
VX-100765,18-24,Digital Marketing,Paid Ads,,Yes,7.6,7,5,89.0,0
VX-100674,35-44, Digital Marketing ,Referral,Medium,Yes,12.9,5,2,67.0,1
VX-100761,25-34,Digital Marketing,Referral,Low,No,17.1,3,2,40.0,1
VX-101338,45-54,SEO,Paid Ads,Low,Yes,29.6,3,6,71.0,1
VX-100109,45-54,App Development,Referral,Medium,No,27.7,2,2,34.0,1
VX-100413,45-54,Web Development,Referral,Medium,No,5.0,4,1,62.0,1
VX-100667,55+,Branding,Social Media,Low,No,24.1,1,1,27.0,1
VX-101207,35-44, Web Development ,Website Form,low,No,3.8,4,1,31.0,0
VX-101327,35-44,Web Development,Social Media,Low,No,23.7,3,3,50.0,0
VX-100542,45-54,Digital Marketing,Website Form,Medium,Yes,11.6,6,7,100.0,1
VX-100719,55+,Web Development,Paid Ads,Medium,No,12.9,3,0,,0
VX-101244,25-34,Digital Marketing,Social Media,High,No,10.5,6,2,73.0,1
VX-100305,25-34,Branding,Paid Ads,Medium,no,15.1,3,2,45.0,1
VX-100649,18-24,Digital Marketing,Paid Ads,Medium,No,31.7,2,0,23.0,0
VX-100968,35-44,Digital Marketing,Paid Ads,Low,No,40.5,4,4,68.0,0
VX-100712,45-54,Web Development,Email Campaign,Medium,No,6.2,3,0,25.0,0
VX-100908,25-34,SEO,Social Media,Medium,No,16.0,7,1,58.0,0
VX-101264,35-44,Digital Marketing,Website Form,Low,No,9.9,2,3,33.0,0
VX-100020,45-54,SEO,Social Media,Low,No,32.9,2,4,50.0,0
VX-100914,55+,Digital Marketing,Paid Ads,Low,Yes,37.8,6,2,58.0,0
VX-101284,55+, Digital Marketing ,Referral,High,No,3.8,5,2,58.0,1
VX-100939,18-24,Web Development,Social Media,High,No,29.1,3,3,46.0,1
VX-100732,18-24,Branding,Social Media,Medium,No,21.3,1,2,33.0,0
VX-100101,35-44,Branding,Email Campaign,Medium,Yes,4.9,1,7,37.0,0
VX-101138,18-24, Web Development ,Referral,High,No,14.2,3,3,26.0,1
VX-100772,35-44,Digital Marketing,Social Media,Low,No,21.6,7,2,78.0,0
VX-100139,18-24,Digital Marketing,Website Form,,no,10.4,3,2,,0
VX-101008,35-44,Digital Marketing,Email Campaign,low,Yes,39.2,4,2,51.0,0
VX-100223,55+,Web Development,Referral,Low,Yes,9.3,2,2,33.0,0
VX-100075,25-34,Digital Marketing,Website Form,Low,No,3.3,4,4,62.0,1
VX-100857,, App Development ,Social Media,Medium,No,16.5,6,2,58.0,1
VX-100552,25-34,App Development,Website Form,Low,yes,11.5,6,3,78.0,0
VX-100393,35-44,SEO,Paid Ads,Low,No,,2,2,38.0,0
VX-100460,35-44,SEO,Website Form,Medium,No,2.2,4,2,,1
VX-100877,25-34,Web Development,Referral,Low,No,34.5,3,0,30.0,0
VX-100882,55+,Digital Marketing,Social Media,Medium,No,30.6,5,1,34.0,0
VX-100800,35-44,Web Development,Social Media,Low,Yes,5.9,4,6,65.0,0
VX-100746,25-34,Web Development,Social Media,Medium,No,28.9,3,0,39.0,0
VX-101150,25-34,SEO,Social Media,High,yes,44.2,6,2,68.0,1
VX-101021,35-44,Web Development,Paid Ads,Medium,Yes,35.7,5,3,58.0,1
VX-100205,25-34,Digital Marketing,Paid Ads,Medium,No,20.5,4,1,55.0,1
VX-100643,25-34,Branding,Social Media,Medium,No,31.0,2,2,34.0,0
VX-101163,25-34,Digital Marketing,Social Media,High,No,6.9,4,1,55.0,1
VX-100588,25-34,Branding,Social Media,Low,No,28.3,2,8,63.0,0
VX-100037,25-34,Digital Marketing,Social Media,High,No,7.2,3,1,42.0,1
VX-100847,35-44,SEO,Social Media,High,No,,6,2,59.0,0
VX-101221,25-34,Branding,Website Form,Medium,No,8.0,4,1,42.0,0
VX-100360,55+,Digital Marketing,Email Campaign,High,Yes,9.0,8,3,78.0,1
VX-100526,55+,Digital Marketing,Social Media,High,Yes,9.7,6,3,74.0,1
VX-100831,35-44,SEO,Email Campaign,High,No,28.5,3,1,33.0,1
VX-100573,45-54, Digital Marketing ,Website Form,Medium,No,12.3,5,0,33.0,0
VX-101028,35-44, SEO ,Email Campaign,Low,Yes,21.8,11,0,82.0,0
VX-101281,25-34,App Development,Social Media,Low,No,14.9,3,2,44.0,0
VX-101147,45-54, Web Development ,Website Form,Medium,No,7.8,6,0,45.0,0
VX-100708,25-34,Digital Marketing,Paid Ads,Medium,yes,11.4,3,4,50.0,1
VX-100595,25-34,App Development,Email Campaign,Low,No,16.5,5,1,48.0,0
VX-100124,18-24,SEO,Website Form,Low,No,16.6,3,2,23.0,0
VX-100623,25-34,Web Development,Social Media,Medium,Yes,13.2,6,1,55.0,0
VX-100723,55+,Web Development,Social Media,High,Yes,9.8,3,3,40.0,0
VX-101240,45-54,SEO,Social Media,Low,No,15.1,3,0,39.0,0
VX-101370,18-24,Web Development,Email Campaign,Low,NO,13.1,1,0,22.0,0
VX-101374,55+,App Development,Paid Ads,Low,No,17.8,4,1,53.0,0
VX-101090,,Branding,Website Form,Low,No,,6,1,48.0,0
VX-100395,25-34,Digital Marketing,Social Media,High,no,2.2,6,3,63.0,1
VX-100839,35-44,Digital Marketing,Referral,Medium,No,14.3,2,2,37.0,1
VX-101152,18-24,SEO,Email Campaign,Medium,no,11.8,7,0,58.0,0
VX-100184,45-54,SEO,Website Form,High,Yes,9.5,6,1,59.0,1
VX-100810,18-24,Branding,Paid Ads,Low,Yes,18.7,4,4,,0
VX-100055,45-54,Web Development,Email Campaign,Low,YES,7.3,5,3,56.0,0
VX-101142,45-54,Digital Marketing,Website Form,High,Yes,17.5,6,3,78.0,1
VX-101230,25-34,Web Development,Referral,Low,No,11.7,4,1,56.0,1
VX-100797,25-34,Digital Marketing,Email Campaign,Medium,Yes,37.8,5,4,,1
VX-101328,25-34,Digital Marketing,Paid Ads,High,Yes,28.9,4,4,54.0,1
VX-100165,25-34,Digital Marketing,Referral,low,No,15.5,2,2,31.0,0
VX-101241,25-34,App Development,Paid Ads,High,No,9.0,1,2,24.0,1
VX-100764,45-54,App Development,Email Campaign,Low,No,13.9,3,1,39.0,0
VX-100779,45-54,Branding,Website Form,High,No,15.7,3,0,39.0,0
VX-100115,45-54,Digital Marketing,Website Form,Medium,Yes,7.3,4,1,35.0,0
VX-100682,18-24,SEO,Paid Ads,Medium,No,27.0,2,3,44.0,0
VX-100310,25-34,App Development,Social Media,Medium,No,14.4,1,2,,1
VX-101347,25-34,Web Development,Paid Ads,Medium,No,15.1,5,2,,0
VX-100475,25-34,App Development,Paid Ads,Low,No,6.8,5,2,58.0,0
VX-100420,35-44,Branding,Social Media,Low,No,22.1,5,1,58.0,0
VX-100198,25-34,App Development,Email Campaign,Low,No,31.0,5,2,63.0,0
VX-100554,,Branding,Referral,High,No,2.0,3,3,54.0,1
VX-101130,55+,SEO,Referral,Medium,No,12.2,5,1,48.0,0
VX-100928,35-44,SEO,Paid Ads,High,No,4.2,3,0,42.0,0
VX-101051,18-24,App Development,Social Media,Low,No,13.0,2,0,,0
VX-100218,55+,Branding,Social Media,Low,Yes,21.0,5,2,49.0,0
VX-100211,35-44,App Development,Email Campaign,,Yes,5.9,4,3,52.0,0
VX-100634,18-24,Web Development,Website Form,Low,Yes,4.5,3,1,35.0,0
VX-100642,18-24,SEO,Website Form,Low,Yes,24.2,7,5,88.0,0
VX-100906,35-44,Digital Marketing,Social Media,Low,no,21.9,3,2,51.0,0
VX-100962,18-24, Digital Marketing ,Website Form,Low,Yes,3.1,9,7,88.0,0
VX-100711,,Digital Marketing,Paid Ads,Medium,No,32.4,3,0,35.0,0
VX-100054,,Digital Marketing,Paid Ads,High,YES,12.9,2,7,61.0,1
VX-100531,35-44,SEO,Social Media,High,No,10.1,4,2,51.0,0
VX-101094,35-44,Branding,Email Campaign,Medium,No,27.3,4,2,56.0,0
VX-100648,35-44,Web Development,Social Media,Low,No,13.0,6,1,57.0,0
VX-100902,18-24,Digital Marketing,Referral,Low,No,6.7,5,5,69.0,1
VX-100013,45-54,Branding,Website Form,Low,No,26.1,7,1,55.0,0
VX-100570,,Digital Marketing,Email Campaign,Medium,No,19.0,1,1,10.0,0
VX-100687,55+,Digital Marketing,Paid Ads,medium,No,8.5,2,3,32.0,0
VX-101172,25-34,App Development,Referral,Low,No,28.3,3,4,52.0,0
VX-100329,25-34,Digital Marketing,Email Campaign,Medium,Yes,28.7,4,3,67.0,1
VX-100891,55+,SEO,Referral,medium,No,10.9,2,3,48.0,0
VX-100492,35-44,SEO,Referral,Medium,No,13.4,3,3,55.0,1
VX-100718,35-44,Web Development,Referral,High,NO,5.2,3,1,42.0,1
VX-100985,55+,App Development,Email Campaign,High,Yes,5.3,6,4,74.0,1
VX-100909,25-34,Branding,Paid Ads,High,No,32.3,3,3,41.0,0
VX-100225,55+, App Development ,Website Form,Low,yes,24.6,7,1,73.0,1
VX-101107,25-34,Branding,Email Campaign,,No,21.5,5,1,222.0,1
VX-100147,35-44,App Development,Paid Ads,High,No,9.6,4,0,44.0,1
VX-100791,25-34,SEO,Social Media,High,No,18.9,1,2,35.0,0
VX-100953,25-34,SEO,Paid Ads,Low,Yes,8.3,11,4,100.0,1
VX-100254,25-34, Branding ,Referral,Medium,Yes,1.3,11,1,83.0,1
VX-100865,45-54,Web Development,Social Media,Medium,No,6.2,2,2,32.0,1
VX-100106,25-34,App Development,Email Campaign,Medium,No,16.7,6,3,66.0,1
VX-100565,35-44,Web Development,Social Media,Low,No,7.1,3,3,,0
VX-100392,35-44,Web Development,Referral,Medium,No,9.0,4,2,54.0,0
VX-101111,25-34,Digital Marketing,Social Media,Low,No,,5,5,79.0,1
VX-101259,55+,Web Development,Paid Ads,Low,Yes,25.0,5,4,61.0,0
VX-100230,25-34,Digital Marketing,Paid Ads,Low,No,,1,3,31.0,1
VX-100716,35-44,Digital Marketing,Referral,medium,No,15.1,2,0,14.0,0
VX-100146,25-34,Web Development,Social Media,Medium,Yes,7.5,6,0,51.0,1
VX-101375,18-24,Digital Marketing,Referral,Low,yes,11.3,7,8,100.0,1
VX-100167,45-54, Web Development ,Social Media,Medium,No,46.9,5,0,35.0,0
VX-100610,35-44,Web Development,Paid Ads,Medium,Yes,24.8,12,1,96.0,1
VX-100956,45-54,Digital Marketing,Website Form,low,No,11.0,5,1,32.0,0
VX-100052,45-54,App Development,Paid Ads,low,No,38.7,2,5,57.0,0
VX-100598,55+,App Development,Paid Ads,high,No,6.3,5,1,49.0,1
VX-100731,18-24,App Development,Website Form,Medium,No,5.4,3,0,34.0,1
VX-100808,35-44,Web Development,Website Form,Medium,No,9.1,4,0,43.0,0
VX-101263,55+,Web Development,Referral,Medium,Yes,17.5,9,6,96.0,0
VX-100828,45-54,Web Development,Paid Ads,Medium,No,14.6,5,2,70.0,0
VX-100556,25-34,SEO,Referral,medium,No,3.9,2,0,37.0,0
VX-100686,25-34,Digital Marketing,Paid Ads,Low,No,22.7,1,2,30.0,0
VX-100301,18-24,Branding,Website Form,Medium,yes,6.4,9,2,79.0,1
VX-100399,25-34,SEO,Email Campaign,Medium,No,18.0,7,2,,1
VX-100663,18-24,Web Development,Social Media,Medium,No,,2,1,44.0,0
VX-101097,45-54,Web Development,Social Media,Low,Yes,6.5,6,1,49.0,1
VX-100651,45-54, Web Development ,Referral,Medium,Yes,1.5,6,4,74.0,0
VX-100162,25-34,Branding,Website Form,Medium,No,2.8,4,4,52.0,0
VX-100858,25-34,Web Development,Email Campaign,Medium,NO,6.3,7,0,53.0,1
VX-100468,25-34,Digital Marketing,Email Campaign,High,Yes,12.4,4,2,53.0,1
VX-101058,35-44,Digital Marketing,Paid Ads,Medium,No,,4,2,42.0,0
VX-101119,45-54,Web Development,Social Media,Low,No,12.1,2,4,41.0,0
VX-100597,35-44,Digital Marketing,Website Form,Medium,Yes,11.8,4,3,49.0,1
VX-101251,18-24,Digital Marketing,Paid Ads,Medium,No,35.3,3,3,48.0,1
VX-100347,25-34,Digital Marketing,Paid Ads,Low,no,20.9,2,2,46.0,1
VX-100571,,Branding,Website Form,medium,No,5.5,5,3,66.0,1
VX-100280,18-24,App Development,Website Form,Medium,Yes,16.9,4,3,46.0,0
VX-100990,35-44,SEO,Website Form,Medium,Yes,1.7,3,3,48.0,1
VX-101153,25-34,Branding,Paid Ads,Medium,no,21.1,4,0,49.0,0
VX-101279,35-44,Digital Marketing,Social Media,High,Yes,25.5,6,3,70.0,1
VX-100870,35-44,SEO,Social Media,,No,15.9,3,2,37.0,0
VX-100715,25-34,Branding,Paid Ads,High,No,11.1,4,1,37.0,0
VX-100009,25-34,SEO,Website Form,Low,no,21.1,3,1,51.0,0
VX-100740,18-24,Branding,Email Campaign,High,NO,43.1,2,1,41.0,0
VX-100270,18-24,Digital Marketing,Website Form,High,No,1.2,4,0,30.0,0
VX-101204,18-24,Web Development,Referral,Medium,No,,1,0,29.0,0
VX-100285,25-34,Web Development,Social Media,Low,Yes,9.2,9,5,81.0,0
VX-100541,35-44,Digital Marketing,Paid Ads,,Yes,8.0,8,4,92.0,1
